ID 2011,ID 2004,ID 1992,General location,Additional location information,"Figure location reference (see figs. 1 and 3, table 1)",Type of slope movement,Season,Year,Month,Day,Time (PST),Minimum volume,Median/best estimate volume,Maximum volume,Relative size,Rock unit,Triggering condition(s),Deaths,Injuries,Infrastructure impacts,Published references,Narrative descriptions
2003071802,499,,Giant Staircase,Mount Broderick,"F3-13, BR",RF,Summer,2003,7,18,12:20,-,See ID 2003071801,-,See ID 2003071801,Khd,UNR,0,0,none,,See ID 2003071801
2003071803,500,,Giant Staircase,Mount Broderick,"F3-13, BR",RF,Summer,2003,7,18,12:28,-,See ID 2003071801,-,See ID 2003071801,Khd,UNR,0,0,none,,See ID 2003071801
2003072001,501,,Glacier Point,Ledge Trail,"F3-16, LT",RF,Summer,2003,7,20,22:40,-,16,-,small,Kgp,UNR,0,0,none,,"According to Jim Snyder (written commun. 1 October 2003):  ""The Ledge Trail rock fall of 20 July 2002, occurred at 23:40.  Many people heard it, but, because it was at night, locations of the reported rock fall varied widely.  Allen Kunz, who lives in the Indian Creek apartments provided the best location somewhere near the Ledge Trail, while others swore it was nowhere near LeConte Gully.  Many thought it was from the Curry Village source.  A thorough examination of the cliffs on 21 July eliminated the Curry Village source as a source, for there had been no change there in the previous week.  Examination of the cliffs from LeConte Gully around the Glacier Point Apron isolated only one new source, and that was at the bottom of a series of three sources from August and September 2001.  The failed plate was thin, roughly rectangular, and fell from the lower east corner of the earlier source scar.  I [Snyder] don’t have a size estimate but believe by comparison with the rest of the source area that the failure may have been in the vicinity of 50 tons or about 21 cubic yards.  There was no discernible trigger for this event."""
2003072101,502,,Giant Staircase,Mount Broderick,"F3-13, BR",RF,Summer,2003,7,21,0:00,-,298,-,medium,Khd,UNR,0,0,none,,See ID 2003071801
2003072201,503,,Three Brothers,Middle Brother,"F3-4, MB",RF,Summer,2003,7,22,11:10,10,13,16,small,Ks,UNR,0,0,none,,"According to Jim Snyder (written commun. 1 October 2003):  ""The small Middle Brother event occurred at about 1210 hours on 22 July 2003.   Visitors and Restoration employees alike saw a small rock fall from the top of the 22 February 2000, Middle Brother source.  Chelsea Kashner on the Restoration crew saw dust almost to the top and pretty much along a straight line down the cliff.  Abrasion marks were sparing on the bottom of the cliff.  The top of the 22 February 2000 source is a kind of weathered granitic rock in a forest of mature live oak.  The weathered rock does not look like the talus field one might expect on a high bench, the bench below the Mt. Broderick source for example.  Instead, it looks like very weathered blocks in a kind of cement, as if it may have been left there long ago by glacial action.  Regardless of its source, the live oaks have penetrated the conglomerate with their roots, producing many cracks of 1-2 inches.  This area has been the source of rock fall off and on since 2000.  Merrie Braun in a Camp 4 SAR site has recorded many small events from the Middle Brother cliffs since.  Many of these have probably emanated from the top of the 22 February 2000 source.  There was a short but torrential thunderstorm the afternoon of 18 July 2003.  This small rock fall may have been a delayed response to that storm, but no trigger can be assigned to the failure.  There have been small rock falls from the area since, but they have been smaller and break up, leaving much dust without reaching the road.  The 22 July event did not reach the road either but the fact that it was observed midday by many visitors made it an event of note.  It is not possible to come up with a size of the failure because the conglomerate source does not lend itself to clear-cut, visible source scars.  However, I would estimate that the failure was easily less than 50 tons.  A photograph shows the source and fall line of the rock fall."""
2003100401,504,,Three Brothers,Middle Brother,"F3-4, MB",RF,Fall,2003,10,4,14:45,5,20,50,small,Ks,UNR,0,0,road,,"According to Jim Snyder (written commun. 4 October 2003):  ""This small rock fall brought rock onto the talus below Middle Brother near Northside Drive.  Although a dust cloud was observed during the rock fall a definite source area could not be identified even with examination by helicopter and Questar telescope.  The source likely took place in weak fractured material within the site of the 22 February 2000 source.  Northside Drive was closed and was reopened after three days with no additional rock falls.  Although the source could not be definitively examined, the volume of this rock fall was probably relatively small, perhaps less than 20 cubic meters."""
2003120001,505,,Merced River Gorge,El Portal Road,F1,RS,Fall,2003,12,n/a,n/a,-,6,-,small,Kga,UNR,0,0,utility,,"According to Jim Snyder (written commun. 21 January 2004):  ""One large block - approximately 10 x 5 x 4 feet, about 7.5 cubic yards or 17.5 tons - hit the 70,000 volt transmission tower just northeast of Benchmark 2522 on the El Portal Road.  The rock bent the tower, knocking its legs out but also lodging against the bent and broken legs.  The transmission lines and the rock kept the tower precariously upright.  The bent tower was first noticed 18 December by Trail Worker Barry Hance, Jr.,  on his way to El Portal.  This block appears to have been loose, sitting on a steeply inclined slope of loose rock and soil, made up of material from a series of rock falls from the cliffs above.  The block was below a protruding, bluff-like formation composed of weathered blocks from earlier rock fall.  The source is at about 3000 ft. elevation or a little lower, roughly 300 feet above the tower and 450 feet above the El Portal Road.  The rock took great leaps down the mountainside, leaving impacts every 100 feet or so and finally coming to rest against the smashed tower.  Because its impacts were mostly in well-soiled areas covered with brush, live oaks, and grass, there was little secondary movement but also little breakage.  It appears the rock reached the transmission line virtually alone.  Periods of heavy rain in early December, along with freezing temperatures, suggest this rock slide was triggered by precipitation, but we cannot be certain."" [Jose Lopez oral communications to Jim Snyder on 15 January and 20 January 2004 contributed information about this rock slide] "
2003120002,506,,Merced River Gorge,El Portal Road,F1,RF/RS,Fall,2003,12,n/a,n/a,-,100,-,medium,Kga,UNR,0,0,utility,,"(1) According to Jim Snyder (written commun. 21 January 2004):  ""When PG&E workers checked the rock fall-damaged transmission tower northeast of Benchmark 2522 on 30 December, they noticed that one uphill leg had also been broken on the tower just southwest of the bent tower [ID 2003120001] and just north of Benchmark 2522, closest to the El Portal Road.  One rock about 30 inches in diameter had done the damage and come to rest in the center area of the tower's four legs.  This rock, however, was not alone.  Instead it was part of a group of often weathered boulders and also freshly broken rock which had come down an older debris-flow path just a few yards west of the tower.  The tower sits on a small bench formed by larger previous rock slides, and that bench restrained a portion of this failure.  Other, larger rocks passed the tower and stopped in the talus within about 50 feet of the El Portal Road.  Jose Lopez and Jim Snyder examined this rock slide area on 15 January 2004, but we were unable to see the source area from the ground.  After a flight on 28 January 2004, we could see the source area and path clearly.  We could see that the rock fall came down a traditional, intermittent drainage and that it had brought a quantity of weathered, partly rounded rock with it.  We estimated the source to be about 50 feet high by 8 feet across and 8 feet deep, a kind of long triangular piece, wedged into the cliff and sitting upright on a steeply outsloping shelf, and loosened partly by the root systems of one or two mature bull pines.  The piece that fell consisted of about 59 cubic yards weighing about 140 tons.  The block fell from about 3,400 feet elevation, breaking up on the cliff as it dropped.  It then entered the intermittent drainage which had been subject to several debris flows which had cleared out the live oaks and shrubs in their paths.  The upper part of the flow channel is ditched, while the lower part has the distinctive raised lobe of a debris flow that came to a stop on the slight bench near the transmission tower.  Impacts in this debris flow channel liberated the more weathered, rounded rocks that joined the initial fall on the way down.  The latest debris flow lobe, ending near the tower, seems composed of soil and roughly 1.5 feet of rocks for the most part.  The lobe acted as a cushion for some rocks in this event but also may have deflected several rocks toward the tower, contributing to the damaged uphill leg.  Major December storms occurred 5-7 December, 10-11 December, 13-15 December, 20-21 December, 24-26 December, and 29 December 2003 -3 January 2004.  Because this rock fall occurred in a traditional drainage subject also to debris flows, the likelihood that the event was triggered by precipitation is great but cannot be stated for sure.""  [ Jose Lopez oral communications to Jim Snyder on 15 January and 20 January 2004 contributed information about this rock slide]"
2003120003,513,,Merced River Gorge,Cascades,"F1, CD",RS,Winter,2003-2004,12-1,n/a,n/a,-,43,-,small,Kec,P,0,0,none,Cameron (1983),"According to Jim Snyder (written commun. 21 January 2004):  ""Acting Trail Supervisor Jose Lopez first noticed this slide on 15 January 2004, after which he and Jim Snyder went to look at it.  There was no clear attachment to the cliff, but the failed block had cleared a path through live oak and pines from the source at about 3,800 feet just west of Cascade Creek as it enters the small valley of Cascades and joins the Merced River along the El Portal Road.  The block broke up as it slide and fell down several narrow benches into wooded talus, coming to rest above approximately 3500 feet.  (The El Portal Road in the area is at about 3,440 feet.)  The rock slide is clearly visible from the Cascades bridge.  Robert Cameron, Above Yosemite (1983, p. 9) has an aerial photograph of the Cascades area showing this cliff.  The block that failed is distinctive, appearing to be completely detached from the wall, a thick slab that simply laid over at some point before 1983 without going down the cliff.  The source in Cameron's photograph is bright white and unweathered by comparison with many other sources on the cliff.  This block appears to be very approximately 20 x 15 x 5 feet  overall or about 56 cubic yards.  This crude estimate suggests the block was >50 cubic yards in any case.  Grass around the failure and newly broken vegetation shows the Cascades rock fall had no recent impact at the source but was indeed a detached block.  It slid on soil, vegetation, and smaller rock before breaking up and crashing into the talus.  The vegetation was quite green and fresh when we saw it.  The situation of failure appears to have been one of ground saturation.  Perhaps earlier storms and gradual erosion over the years had removed enough soil underpinnings to create a new instability.  The trigger was probably one of the December-January storms when heavy rains and snow saturated the ground underneath the detached block enough that more rain could move it.  Those storms before Jose Lopez's observation occurred 5-7 December, 10-11 December, 13-15 December, 20-21 December, 24-26 December, and 29 December 2003 - 3 January 2004.  The last two were hardest and longest, with the greatest opportunities for significantly enhancing earlier saturation."""
2003122001,507,,Yosemite Falls,Yosemite Falls Trail,"F3-5, FT",RF/RS,Fall - Winter,2003,12,20-23,n/a,-,170,-,medium,Kec,UNR,0,0, trail,,"(1) According to Jim Snyder (written commun., 21 January 2004):  ""Interpreter Jeffrey Trust was working in the Valley Visitor Center the morning of 24 December and wrote Jim Snyder and the Protection Rangers that ""A visitor reported to the visitor center today that the Upper Yosemite Falls trail below Columbia Rock is completely covered by boulders and downed trees for a few dozen feet.  The boulders are several feet wide; the trees are about a foot in diameter.  The reporting visitor and another pair of visitors were able to continue on the trail by scrambling over the boulders and trees.  I don't have any information about when this rock slide occurred, other than it occurred prior to this morning.""  Trust also left a message with the Trails Office.     (2) Yosemite National Park Case Incident Report 04-0067 notes that on 27 December 2003 at 09:00 ranger Todd Bruno ""received a third hand report from Park Dispatch that rocks were blocking the Lower Yosemite Falls trail.  It was undetermined when the rock fall occurred.  At about 11:00 Park roads and trails foreman Tim Ludington surveyed the area from a helicopter which prompted a temporary trail closure while further assessments of the rock fall area could be made.  On 8 January 2004 trail crew foreman Dave Kari and Johnny Ray hiked up to the slide area which is slightly west of Columbia Point.  They discovered two large 'desk-sized' boulders in the trail and a leaning oak over the trail.  Kari reported that dangerous conditions still exist as snow build-up (now hardened, but melting) is acting as a temporary stabilizer, preventing further slide debris from tumbling.  Kari reports that as the snow melts, unstable rock debris might source.  Kari and Ray removed the leaning oak.""     (3) According to Jim Snyder (written commun., 21 January 2004):  ""It is not possible to determine exactly when this rock fall occurred.  Given the frequency of use of the Yosemite Falls Trail even in winter, however, we can narrow the time of occurrence with some certainty to 20-23 December. If it occurred before the December 20, a period of good weather, a report would have likely come in about it.  A storm on 20-21 December 2003 probably prevented almost all trail use.  The earthquake of 22 December 2003 may also have prevented use, so a report of damage on 24 December would be a fairly quick response given the weather and time of year.  Jose Lopez and Jim Snyder examined the source from the trail, from the air, and with a Questar telescope.  The source is at an elevation of about 5,300 feet.  The failed slab was about 80 feet long, 15 feet wide, and 4-5 feet thick, or about 222 cubic yards, and 525 tons.  At or near the top of the slab grew one large yellow pine, and maybe a second pine, which had extended its roots roughly a third of the way down behind the slab.  Much of the plane behind the failed slab was weathered.  When the slab failed, it threw the large yellow pine to a wooded ledge just west of the source.  The slab slid from its source, fell a ways down the cliff, breaking up as it went, soon hitting the talus and live oak-pine forest.  Much of the rock stopped there, cutting a wide swath through the forest, but some material made it to the Yosemite Falls Trail at about 4680 feet, about 50 yards east of the first stream crossing at the top of the lower 48 switchbacks of the trail.  A few rocks went even further, one apparently damaging a corner of those lower switchbacks.  Snow soon covered the debris.  Some loose rock remained visible on ledges above the trail, so the trail was closed for further observation and eventual repair."""
2003122201,508,,Sentinel Rock,Sentinel Creek ,"F3-18, SC",DS,Winter,2003,12,22,12:07,50,200,500,medium,Ks,"EQ, P",0,0,none,Keefer (1984),"(1) According to Yosemite National Park, Yosemite Emergency Command Center, Law Enforcement, ""Detailed Report of Responses"" (written commun., 14 January 2004):  ""Report of an active rock slide.  Possibly aftershock from 6.5 earthquake earlier at approximately 11:15.  Rock slide occurred at approximately 12:07 hours.  Site being monitored.""     (2) According to Jim Snyder (written commun., 21 January 2004):  ""Media Relations Chief Scott Gediman was the reporting party for this event and explained to Jim Snyder on 21 January 2004 what he experienced.  Gediman was walking out of the Administration Building when he heard a loud, rumbling sound from the direction of Sentinel Rock.  He told Jim Snyder that it was quite loud and that he could hear the impacts of individual rocks clearly within it.  He saw no dust and could not see the location.  Scott went back into the building, but others had not heard it.  He called Valley District Ranger Jim Tucker and Park Dispatch to report the event.  No one saw or heard any other, later failures from that area.  I [Snyder] looked for new sources in the Sentinel Rock and Sentinel Creek area, but found none from exposed cliff faces.  This failure seems to have been a debris slide from an unconsolidated till or debris at about 6,000-6,200 feet elevation just west of Sentinel Creek.  The volume of this debris slide cannot be easily estimated, but 200 cubic meters would be reasonable considering earlier failures in the same area [ID 1980052704 and 1983052001] and Gediman's description of the sound.  Snow covers the source area, preventing a better estimate.  This failure affected no facilities, but we did notice that the failure and others like it have contributed to a channel change in the Sentinel Creek gorge below Sentinel Falls.  There has been a huge bank failure there, sending many, many tons of material into the creek and down toward Southside Drive.  Most of the larger material in the 1997 flood and later has stopped at the mouth of the small but impressive Sentinel Creek gorge, leaving only a very small barrier to prevent the creek from changing direction from its more recent historic crossing of Southside Drive east of the turnoff to Sentinel Beach to a more direct route flowing across a broad fan west of that turnoff and west of the picnic area.  This rock fall was an indication of how Sentinel Creek has frequently altered its lower channel.  This failure may well have had an earthquake trigger.  Though there was 0.33 inches [0.84 cm] of rain on 20 December and 0.29 inches [0.74 cm] on 21 December, no rain fell on 22 December.  The failure could have been triggered by precipitation saturation, however, in conjunction with an earthquake.  In Yosemite Valley, there were reports of goods shaking on shelves in Degnans and the Village Store.""    (3) From U.S. Geological Survey, National Earthquake Information Center (2004):  A M4.1 earthquake (aftershock of 11:15 a.m. earlier M6.5 earthquake) occurred at 12:06 p.m. at a distance of about 270 km from Yosemite Valley.  [The M 4.1 earthquake aftershock was also approximately 270 km west of Yosemite Valley and unlikely to trigger a debris slide in Yosemite Valley according to relationships between earthquake magnitude, epicenter and furthest observed historic rock slides (Keefer, 1984)]"
2003122601,509,,Glacier Point,Staircase Falls,"F3-16, SF",RF,Winter,2003,12,26,0:45,-,204,-,medium,Kgp,"P, F/T",0,4,structure,"Fresno Bee (2003), Guzzetti et al. (2003), Wieczorek et al. (2007), Wieczorek et al. (2008)","(1) According to Yosemite National Park, Yosemite Emergency Command Center, Law Enforcement, ""Detailed Report of Responses"" (written commun., 14 January 2004):  At 00:50 ""Several 911 reports of rock slides and people trapped, yelling for help.""  The notes show that several cabins were hit, and one three-year-old injured slightly.  Evacuation and relocation [of visitors] began quickly.  At 01:38  it was determined that ""no one is trapped and situation is being assessed.""  Light snow falling, unable to put lights on cliff for monitoring.  At 02:25 ""66 units evacuated.  4 people treated for minor cuts and scratches.""  At 03:29, 33 more units were evacuated.  As of 07:00 there had been no new rock fall activity.     (2) According to Yosemite National Park Case Incident Record 03-4014 (written commun., 14 January 2004):  ""On 26 December 2003 at approximately 00:45, a large rock fall occurred in eastern Yosemite Valley - Curry Village.  The Yosemite Communications Center received the call at approximately 00:48 and immediately Park Dispatched emergency personnel to the scene.  Upon arrival, it was determined that four park visitors sustained minor injuries and 12 structures were damaged by rock fall debris, with some cabins having been fully penetrated by flyrock and small boulders up to 30 cm in diameter.  Subsequently, 68 guest units were evacuated and a closure perimeter was established around the rock fall zone.  Emergency personnel worked through the night and into the following day searching for injured visitors and assessing damage to park infrastructure. …""     (3) According to Jim Snyder (written commun., 8 January 2004):  ""This rock fall occurred at night [00:45] during a heavy snowstorm.   A number of duplex cabins-with-bath were hit at the west end of Curry Village.  About 100 people were evacuated to accommodations in El Portal.  Twenty-one duplex cabins were closed first, but when day broke and it was easier to see large flyrock, thirteen more duplex cabins were included within the closure.  A foot of snow on the ground made it impossible to determine the flyrock and talus patterns clearly at impact.  Some small rock had clearly gone beyond the closure area.  Damage to the cabins occurred in two ways.  One kind of damage occurred when pieces of the rock fall hit large rocks in the Curry vicinity and exploded on impact, sending smaller pieces through the cabin sides and windows.  These pieces tended to be smaller, though it was just by good fortune none of them were lethal.  The second kind of damage came from rocks launched high in the air and coming through the roofs, eaves, and porches, sometimes through north-facing roof pitches.  These rocks, generally the size of a sink or half a woodstove, seem to have been launched at a high velocity from the J2 joints forming the east-trending ledges of Staircase Falls.  These ledges slope outward as well as downward and can easily throw higher velocity rock toward Curry Village's west end.  The source is visible from the cabins.  It is located on the northeast side of a small fin separating LeConte Gully from the big ledge of the old Ledge Trail and Staircase Falls at about 5800 feet elevation.  The source extends to the top of this fin, so there is nothing unstable above it.  The source is about 2000 feet southwest of the west end of Curry Village.  It was the J2 east-trending joints that funneled the rock fall so far east to the Curry duplexes.  Ordinarily these joints protect Curry because they funnel most rock fall down the big ledge into the talus behind the Nob Hill Showerhouse.  [Guzzetti et al. (2003) show a model of the topographic effects of the ledge on rock fall from above Staircase Falls]  Even in this rock fall, part of the material remained on that big ledge.  But the source was far enough west, with enough of an initial drop that a large portion of the material took the path of Staircase Falls.  SAR photo #5456, taken in the 1970's, shows a partly overgrown track through the live oaks from the source to the top of the Staircase Falls.  Since the duplexes were built 1918-1922, this track suggests that rock fall from the same location occurred about 100 years ago.  Smaller rock fall from the source may have fallen in the interim, however, without reaching Curry Village or being reported.  The first thing Chief Ranger Steve Shackelton noted about the source was its unusual color, not steel gray but fawn or rusty.  That was a sign of weathering at the source area.  SAR photo #5456 and Dan Horner's spring 2001 photograph of the cliff clearly show a long weathered roof with a small tree growing at its top.  Examination with the Questar suggested that there had been three layers of this roof stacked one on top of the other, with roots and seepage going behind and through them.  West of the roof were two other thinner plates which were apparently launched as the roof failed.  Several estimates have suggested a jumble of irregularly shaped blocks about 20 feet high and 60 feet across with thicknesses up to 6 feet.  Tapering of the formation at the top and a thinner plate on the west side indicate that 267 cubic yards or 630 tons might be close to a maximum accounting for what actually fell.  All the blocks and plates but one were weathered, with very few signs of fresh breakage along unweathered surfaces.  The one block that showed an entirely unweathered break was a small plate roughly 3.5 feet thick underneath the others.  Seepage had been pouring through the weathered roof at the time of the failure, for after the storm there was a small ice waterfall present next to the unweathered break.  These observations suggest that the greater weight on top of a thinner though less weathered plate contributed to the initial failure of that plate during the storm.  The plate was a keyblock supporting the rest, so the two layers above it fell and dragged the two weathered western plates with them.  The remaining source is composed of weathered blocks often separated by wide, weathered joints along several different joint planes.  The source sits at the top of a fin between LeConte Gully and Staircase Falls.  J2 joints, among others, pass from the source formation into LeConte Gully.  Seepage and flows from that gully along J2 and other joints contributed to the weathering of the formation over the last million years, since the source is above the maximum level of the Tioga glaciation.  Flows from LeConte Gully through the formation have left a markedly dark stain on the cliff and have been the source of a small, intermittent drainage which makes its way to the cliff at the head of Staircase Falls.  The weathering of this fin is more substantial than on the massive face of Glacier Point because the fin is much thinner and exposed on two sides as well as being subject to the heavier joint seepage from LeConte Gully.  Much of the failed rock came down Staircase Falls, but a large percentage remained on the big ledge.  Later rock fall, such as ID #2003122603, came not from the source but from debris remaining on the big ledge.  Drainage through the source from LeConte Gully was slowly washing through the debris and snow, with muddy issue from the snow appearing between storms.  Smaller rocks have been moving with the storms toward the cliff's edge.  The duplexes will probably remain closed until unstable material is washed away, leaving more stable material behind.  This rock fall also happened in the midst of a storm. A check of the weather records for Yosemite Valley - station YSV in the California Data Exchange Center website- shows that 0.52 inches [1.3 cm] of precipitation fell on 24 December, 0.84 inches [2.1 cm] on 25 December and 2.76 inches [7.0 cm] on 26 December 2003.  There was some freezing with this because snow was falling heavily  on the valley floor.""     (4) According to Jim Snyder (written commun., 28 December 2003):   ""Some smaller rocks (football size?) went horizontally through a cabin or two.  One of these broke through a window, went right over the head of a sleeping person, and crashed into a mirror in the bathroom.  Another pingpong ball size rock went through a window in the residence behind the Nob Hill showerhouse - this seems to be the farthest east impact, and nobody could quite figure out where that rock came from.  Behind cabin 80 there were a number (20-30) of trees 12-14 inch diameter snapped off by rock.  Some rocks came down vertically into the cabins, crashing through the roof and between beds with sleeping people.  Four people were treated for minor scrapes and scratches.  Nobody had to go to the hospital.  Evacuees were taken to Parkline just outside the park on Highway 140 for the night.  Monitors listened for rock fall for about 12 hours and heard nothing more.  There were no rock falls from the 1998-99 Curry source during this storm.      (5) From the Fresno Bee (27 December 2003):  ""Rock fall injures 4, damages buildings:  Four people were treated for minor injuries after the rocks fell shortly before 1 a.m., apparently from a ridge above the west end of Curry Village.  Six buildings were damaged.  National Park Service rangers relocated an estimated 100 visitors from 33 duplex units in Curry Village as a safety precaution until the source area of the rocks can be evaluated… [Ranger Deb Schweizer] described the injuries from falling rocks as 'not bad' - cuts and scrapes.  Damage to the buildings was mostly broken windows and cracked roofs.""     (6) From Wieczorek et al. (2008):  ""Approximately 200 m3 of rock detached from an area about 110 m2 on the northeast side of the bedrock fins.  The rock mass free fell  approximately 20 m onto bedrock joint surfaces, and continued northeast  approximately 370 m horizontally and 480 m vertically to the base of Staircase Falls.  Numerous boulders as large as 11 m3 fell to the lower limit of the talus slope at the base of Staircase Falls.  Several flyrock fragments extended as much as 75 m beyond the base of the talus.  Observation of the detachment area in April 2004 revealed an estimated volume of 350 m3 of potentially unstable rock remained in the form of a fractured, jointed, and moderately weathered bedrock fin.  Some rock debris remained perched on the ledges below the detachment area, and the cumulative volume of debris now present is approximately 840 m3, presenting an additional hazard."""
2003122602,510,,Yosemite Falls,Yosemite Falls Trail,"F3-5, FT",RF,Winter,2003,12,26,n/a,-,61,-,medium,Ks,P,0,0,trail,,"According to Jim Snyder (written commun. January 21, 2004):  ""When I [Snyder] went to examine the Yosemite Falls Trail source west of Columbia Point, I discovered another source far above the stream and gully at the top of the first 48 switchbacks of the falls trail.  The source appeared as a rectangle of clean, fresh granite on a lichen covered wall next to an intermittent drainage.  The rather thin rectangular flake hung nearly vertically about 40 feet east of an intermittent drainage often frozen in winter at an elevation of about 6,500 feet.  The flake was approximately 20 x 15 x 4 feet or about 44 cubic yards (105 tons).  Though the source appeared clean, there was dirt and mud on the outsloping ledge beneath it, suggesting there had been some soil and vegetation there which was dislodged by the source.  The flake failed, probably broke up some, slid over a short outsloping ledge, then had a 1,500 foot freefall into a talus-loaded, loose, saturated, steep gully beginning at about 5,000 feet.  Impacts from the flake fragments dislodged rocks in this gully.  A few small rocks landed on the trail at 4,680 feet.  One larger one may have contributed to damage on the corner of a lower switchback in the talus below.  This day brought 2.76 inches  [7.01 cm] of rain and snow to Yosemite Valley, preceded by 0.52 inches [1.32 cm] on 24 December and 0.84 inches [2.13 cm] on 25 December 2003.  The nearby drainage was flowing, with some ice.  The heavy storm prevented people in the Valley below from hearing this noisy rock fall."""
2003122603,511,,Yosemite Falls,Yosemite Falls Trail,"F3-5, FT",RF/RS,Winter,2003,12,26,n/a,50,200,500,medium,Ks,P,0,0,trail,,"According to Jim Snyder (written commun. 14 January 2004):  ""A rock fall occurred above the Yosemite Falls Trail above Columbia Point.  The source was at an approximate elevation of 5,500 feet, east of Columbia Point above the first drainage.  The trail was hit, but apparently not by very much.  Volume approximately 20 cubic meters.  The rock fall was from a very weathered, vegetation fractured source. This source was the same as  [ID 1973060001 and 1977000003]."""
2003123001,512,,Merced River Gorge,Big Oak Flat Road,F1,RS,Winter,2003,12,30,20:17,5,20,50,small,Kec,P,0,0,road,,"According to The Yosemite National Park Emergency Command Center, Law Enforcement, Detailed Report of Responses"" to rock fall in the 911 system notes (written commun., 14 January 2004):  At 20:17, a ""rock slide [on the Big Oak Flat Road] just below long tunnel, blocking the west-bound lane.  Some rocks 6 feet in diameter.""  The road was closed and did not reopen until 31 December at 08:58.  Again there had been a storm during which this rock slide occurred.  The California Data Exchange Center shows the following precipitation: 0 .14 inches [0.36 cm] on 29 December; 1.20 inches [3.05 cm] on 30 December; 0.03 inches [0.08 cm] on 31 December 2003.  Damage occurred to the road, but there were no injuries.  The rock slide occurred at an elevation of about 4,500 feet."
2004010101,514,,Yosemite Falls,Lower Yosemite Falls,"F3-5, LF",RF,Winter,2004,1,1,17:25,5,20,50,small,Ks/Kec,P,0,0,trail,,"According to The Yosemite National Park Emergency Command Center, Law Enforcement, Detailed Report of Responses"" to rock fall in the 911 system (written commun., 1/14/04): ""[Report of a rock] slide above lower [National Park Service Lost Arrow] housing.  Bridge is intact at Lower Falls with some debris hung up on it.""  [No source could be found for this report, though it could easily have been rocks and perhaps some trees washed over the fall and dislodging other material downstream by the Lower Yosemite Falls footbridge]"
2004010601,515,,Giant Staircase,Vernal Fall,"F3-13, VF",RS,Winter,2004,1,6,n/a,-,126,-,medium,Khd,UNR,0,0,trail,,"(1) According to Yosemite National Park Case Incident Report 04-0055 (written commun., 14 January 2004): Ranger Todd Bruno reported:  ""On 6 January 2004 at about 14:30 I [Bruno] received a report via Park Dispatch that visitors reported rocks across the John Muir Trail below the Vernal Falls footbridge.  Trail crew foreman Jose Lopez responded to the area and reported 400 to 600 tons of rock had fallen about 1/8 mi. up the John Muir Trail from the Happy Isles trailhead.  Lopez further reported that about 50 feet of trail had been covered and damaged by the rock fall.  Lopez confirmed no one appeared to be injured.  It is unknown when the actual rock fall occurred.  I enacted a temporary trail closure at the Happy Isles trailhead and search and rescue technician Gab Flaxman hiked up to the Vernal Falls footbridge where he set up barricades and signs, closing the upper section above the rock fall.  The area remains closed with barricades, tape and signs while further investigation of rock fall danger, trail assessments and repair are complete.""     (2) According to Jim Snyder (written commun. 4 February 2004):  ""This rock fall occurred about 75 yards above the spring on the John Muir Trail southeast about 900 feet from the Happy Isles Nature Center.  The source is about 75 feet in elevation above the trail at an elevation of about 4,200 feet.  The source is about 50 feet wide and 30 feet high but with a varying thickness.  The slide was initiated when several large blocks broke out of a pocket at the bottom of the source.  This pocket of larger material was about 38 feet long, 12 feet high, and 6 feet deep at the top; however, the rocks in it were thinnest at the bottom, clumsy triangles resting on a thin, outsloping lip on a joint plane dipping 42 degrees to the northwest.  Since the rocks fell just across the trail with little breakage, a possible progression of the slide could be determined.  A block at the northeast end of the pocket seems to have failed first, followed by three other large blocks just southwest.  The overburden was quite weathered, fractured, and finely penetrated by live oak roots.  Removal of the bottom blocks brought failure of the top and some rock along the sides, probably up to 30 inches thick.  A rough estimate of the total volume is 165 cubic yards or 388 tons.  The rock slide swept away much of a small band of talus and trees bordering the trail.  The source was weathered with many roots.  There had been few fresh rock connections.  Though there were streams of seepage on both sides of the source, some of them developing ice cascades during the storms of the period, there was no evident seepage in any quantity in the source itself.  The soil of the roots, however, was damp, and the vegetation growing on the failed blocks showed this location to be a moist one.  Such a well-weathered source so far beneath (approximately 1,200 feet) the line of maximum extent of the Tioga glaciation is unusual, especially in this area where the ice was thickest. There had been no precipitation since 3 January, but there was still a lot of snow on the ground, with snowmelt during the day and freezing temperatures at night.  It is not possible to determine a trigger.  This source may have destabilized more material on its southwest end, for several older cracks showed signs of widening after the failure.  It was too wet and slippery to get on top of the source to see if there had been any crack widening there.  The source was otherwise clean and seemed no immediate threat to the trail or passing visitors.  Trail crews put a way trail through by 29 January, intending to wait until spring before fully repairing the trail.  The trail was posted at the rock fall area with a rock fall warning and description."""
2004010602,516,,Wawona Road,Grapevine,"F1, GV",RS,Winter,2004,1,6,22:59,-,7,-,small,Pzme/Kga,UNR,0,0,road,,"According to The Yosemite National Park Emergency Command Center, Law Enforcement, Detailed Report of Responses to rock fall in the 911 system (written commun., 1/14/04):  ""The rock fall occurred at ""Grapevine,"" an intermittent drainage crossing the Wawona Road  about 3/4 mile north of the entrance to the Wawona Campground or 1.5 miles north of the Wawona gas station.  There are two short rock guard walls along the southbound lane at 'Grapevine'.""  [The road was cleared by 12:52 am.  Wawona Road Foreman Steve Ybarra told Jim Snyder the crew removed about 10 cubic yards of material from the road.]"
